10,12.338109878022077,2.085042977364739
20,13.12097963336308,2.4031493585930015
30,14.253977667360285,2.7033411043110283
40,14.73492794973167,2.4666220207860508
50,16.171349361013593,2.5015934564656215
60,17.08788473412745,2.29875174311873
70,17.27387853416367,2.2170082285077335
80,18.78663445150995,2.3390969381134656
90,19.507083960575862,2.2336041969834834
100,19.759772007057627,2.1375836627647784
110,20.5007485128236,2.2614331362872644
120,21.567223554871866,2.1758221136220137
130,22.11412679131379,2.37194924499702
140,22.740187160498817,2.4269143833897346
150,23.184425201946084,2.4554116915079667
160,23.546353460437658,2.5552627565759605
170,24.05267480545874,2.741526395358159
180,24.32708407828717,2.822681907434987
190,24.57078099552761,2.8928267298163366
200,24.70753630081085,2.9443601068570295
