10,12.738023054709384,2.7083096628897247
20,13.611194954973966,2.9558857942891446
30,14.154325559955378,2.9219065714276895
40,15.652446926382485,2.3537550887550425
50,16.31206125097109,2.4042791002422192
60,17.662839631278647,2.2461648838702364
70,19.282023888290325,2.2715798406169263
80,19.618765183367668,2.3968204624637672
90,20.780784089364964,2.4064240957172056
100,21.735662835653535,2.638977660299265
110,22.557628212592757,2.6670128720197037
120,23.346683559209122,3.0636248398021206
130,23.60367945989753,3.0415482003056526
140,24.26816936068693,3.3104984748330053
150,24.835012605531276,3.5529010773749903
160,25.07465147976657,3.6094610834793337
170,25.15832865871406,3.675491890966987
180,25.755952140038566,3.9556742305688575
190,25.948818892901603,4.023312633403343
200,26.002213881102044,4.0578038421408165
